id_survey,date_of_survey,ticket_system,customer_service,value_for_money,overall_text,cleaned_text,sentiment,likelihood_to_recommend,nps_category,ease_of_use,overall_rating,csat_category
T_03624,2024-12-13,Zendesk,4.0,4.0,"I would definitely recommend Zendesk when it comes to a ticket system for around 10-12 people. But once you exceed around that amount and/or want very detailed reporting, goals, statistics, trends, etc., I would recommend a more intricate ticket system.",i would definitely recommend zendesk when itu comes tapi a ticket system for around 10 12 people but once you exceed around that amount and orang want very detailed reporting goals statistics trends etc i would recommend a more intricate ticket system,Positif,8.0,Passive,4.0,4.0,Satisfied
T_03533,2024-12-12,Freshdesk,4.0,5.0,"Freshdesk is a great helpdesk application that really competes with the 'big guys'... not only with features, but with price as well. Freshdesk has an amazing and intuitive import feature unlike its competitors. It allows you to import your customer details effortlessly.",freshdesk is a great helpdesk application that really competes with the big guys not only with features but with price as well freshdesk has an amazing and intuitive import feature unlike its competitors itu allows you tapi import your customer details effortlessly,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_04434,2024-12-24,ServiceNow,3.0,3.0,We've been using ServiceNow for 5+ years and it has really transformed our Service Desk and Customer Service teams ability to work with the customer.,we ve been using servicenow for 5 years and itu has really transformed our service desk and customer service teams ability tapi work with the customer,Netral,7.0,Passive,5.0,4.0,Satisfied
T_01487,2024-11-07,Zendesk,4.0,5.0,I can say that Zendesk is very mucb helpful.,i can sayang that zendesk is very mucb helpful,Positif,8.0,Passive,5.0,5.0,Satisfied
T_01283,2024-11-03,Freshdesk,4.0,3.0,Overall the best tool we have had to identify our customers needs.,overall the best tool we have had tapi identify our customers needs,Positif,6.0,Detractor,3.0,3.0,Neutral
T_02687,2024-12-01,Freshdesk,0.0,5.0,"Overall functionality very good, i would definitely recommend it if your company is facing customer daily and need to reply all the inquiries in a transparent manner",overall functionality very good i would definitely recommend itu if your company is facing customer daily and need tapi reply all the inquiries ini a transparent manner,Positif,8.0,Passive,4.0,5.0,Satisfied
T_02791,2024-12-02,Jira Service Management,5.0,5.0,Too many !!,too many,Netral,9.0,Promoter,4.0,5.0,Satisfied
T_02062,2024-11-18,Zendesk,4.0,5.0,Overall much better,overall much better,Netral,7.0,Passive,5.0,5.0,Satisfied
T_04312,2024-12-23,Zoho Desk,4.0,5.0,Pros:We were looking for a good help desk software and Zoho covered all of our necesities.,pros we were looking for a good help desk software and zoho covered all of our necesities,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_03452,2024-12-11,Freshdesk,4.0,4.0,"Useful in managing day to day activities and incoming requests, excellent level of service",useful ini managing day tapi day activities and incoming requests excellent level of service,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_03285,2024-12-09,Freshdesk,5.0,5.0,We have thousands of customers using our product and they find it easy to get in touch with us for any query using freshdesk. Freshdesk helps us in keep them satisfied.,we have thousands of customers using our product and they find itu easy tapi get ini touch with us for any query using freshdesk freshdesk helps us ini keep them satisfied,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_00968,2024-10-25,Jira Service Management,2.0,3.0,Pros:The integration with JIRA and Confluence has allowed us to easily integrate our instances and train users.,pros the integration with jira and confluence has allowed us tapi easily integrate our instances and train users,Netral,7.0,Passive,2.0,4.0,Satisfied
T_02617,2024-11-30,Zoho Desk,5.0,5.0,"Zoho Desk is such a great feature to add to your line of customer support tools. You can easily integrate it directly with other Zoho Products (CRM, Mail, Chat, ect) and it's a seamless integration.Zoho Desk support team is great, They provide friendly and top of the line services and they get back to their customers at their earlier (which is a few hours) .",zoho desk is such a great feature tapi ada tapi your line of customer support tools you can easily integrate itu directly with other zoho products crm mail chat ect and itu sih a seamless integration zoho desk support team is great they provide friendly and top of the line services and they get back tapi their customers at their earlier which is a few hours,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_04223,2024-12-21,Zendesk,4.0,5.0,Pros:Ferramenta excelente. otimo custo e beneficio,pros ferramenta excelente otimo custo e beneficio,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_04683,2024-12-28,Zoho Desk,3.0,4.0,Overall we are happy with zoho. Customer support is liking this new system so we are good with it.,overall we are happy with zoho customer support is liking this new system sok we are good with itu,Positif,7.0,Passive,4.0,5.0,Satisfied
T_00836,2024-10-22,Freshdesk,4.0,5.0,Acts as a life saver tool for marketing and handling your workouts properly.Most effective and interactive software thus making it compatible and more interesting to use.,acts as a life saver tool for marketing and handling your workouts properly most effective and interactive software thus making itu compatible and more interesting tapi use,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_04203,2024-12-21,Zendesk,3.0,5.0,"Pros:The platform has great uptime, never gives issues and is incredibly easy/fast to use.",pros the platform has great uptime never gives issues and is incredibly easy fast tapi use,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_01836,2024-11-14,Zendesk,1.0,4.0,The only reason I am using zendesk is because it is integraded and my entire ticket history is in Zendesk. I am just hoping I do not need any support in the future because it will take so much time and frustration. It is just not worth it.,the only reason i sama using zendesk is because itu is integraded and my entire ticket history is ini zendesk i sama just hoping i di not need any support ini the future because itu will take sok much time and frustration itu is just not worth itu,Netral,3.0,Detractor,3.0,4.0,Satisfied
T_02968,2024-12-05,Zoho Desk,4.0,5.0,Pros:Integration with the rest of the solutions is pretty simple and prebuilt. API and hooks are very good for making connections to outside products.,pros integration with the rest of the solutions is pretty simple and prebuilt api and hooks are very good for making connections tapi outside products,Positif,8.0,Passive,4.0,5.0,Satisfied
T_01663,2024-11-11,Zoho Desk,1.0,5.0,"Pros:there are plenty ways to describe zoho desk pros: Easy way to customize fields, add agents,setting departments.The REST API is very stable and easy to develop. software documantions is realy good.users were able to understand fast - learning curve is fast",pros there are plenty ways tapi describe zoho desk pros easy way tapi customize fields ada agents setting departments the rest api is very stable and easy tapi develop software documantions is realy good users were able tapi understand fast learning curve is fast,Positif,7.0,Passive,4.0,5.0,Satisfied
T_01678,2024-11-11,Freshdesk,3.0,5.0,Better local customer experience than compactors that are not local or in the same nation.,better local customer experience tahan compactors that are not local orang ini the same nation,Netral,8.0,Passive,5.0,5.0,Satisfied
T_04010,2024-12-18,otrs,3.0,4.0,The user experience with OTRS is amazing. Being able to show all your work to the client is great.,the user experience with otrs is amazing being able tapi show all your work tapi the client is great,Positif,8.0,Passive,5.0,5.0,Satisfied
T_03143,2024-12-07,Zendesk,2.0,5.0,Great so far. I wish their most basic plan had more features because it can get expensive if you want more features. But even with the basic plan there is lots you can do.,great sok far i wish their most basic plan had more features because itu can get expensive if you want more features but even with the basic plan there is lots you can di,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_02851,2024-12-03,Zendesk,3.0,5.0,"Pros:In an organization like ours where customers communicate with the sales team via multiple mediums, it used to be very difficult to effectively track Workflow. With Zendesk chat ,we have been able to create an effective customer service workflow via which we have been able to track all customer queries in real time.Web visitors chatting with our Live chat team are also able to add attachments via the chat window , saving precious time that would had been otherwise expended sending attachments as via email.Zendesk has also enabled customers get a copy of their chat session with our sales agents in their inbox for record purposes.",pros ini an organization like ours where customers communicate with the sales team via multiple mediums itu used tapi be very difficult tapi effectively track workflow with zendesk chat we have been able tapi create an effective customer service workflow via which we have been able tapi track all customer queries ini real time web visitors chatting with our live chat team are also able tapi ada attachments via the chat window saving precious time that would had been otherwise expended sending attachments as via email zendesk has also enabled customers get a copy of their chat session with our sales agents ini their inbox for record purposes,Negatif,10.0,Promoter,5.0,5.0,Satisfied
T_04050,2024-12-19,Freshdesk,5.0,4.0,"Pros:The ability to manage support for multiple products and brands is what Freshdesk offers unlike any others., and what makes it best on the market. One could start their own outsource/contracted support company by using Freshdesk.",pros the ability tapi manage support for multiple products and brands is what freshdesk offers unlike any others and what makes itu best on the market one could start their own outsource contracted support company by using freshdesk,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_03231,2024-12-08,Zendesk,3.0,5.0,Help keep track of problems on our site makes my life easier!,help keep track of problems on our site makes my life easier,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02560,2024-11-29,Zoho Desk,5.0,4.0,Automation of inide and outside communication (with customers and between technical specialists),automation of inide and outside communication with customers and between technical specialists,Netral,8.0,Passive,5.0,5.0,Satisfied
T_04028,2024-12-19,Zoho Desk,3.0,5.0,Pros:- It helps all customer communication come to one location- It helps us monitor service level for customer service,pros itu helps all customer communication come tapi one location itu helps us monitor service level for customer service,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_02012,2024-11-17,ServiceNow,4.0,5.0,"Pros:Ability to get queued to the correct department, and attach all the needed text/files",pros ability tapi get queued tapi the correct department and attach all the needed text files,Netral,8.0,Passive,5.0,4.0,Satisfied
T_00746,2024-10-19,Jira Service Management,2.0,5.0,"Once is set up, easy to use and track incidents. I would recommend Jira.",once is set up easy tapi use and track incidents i would recommend jira,Positif,8.0,Passive,5.0,5.0,Satisfied
T_03886,2024-12-17,Zoho Desk,3.0,5.0,Save time and money. Better support.,save time and money better support,Netral,8.0,Passive,4.0,5.0,Satisfied
T_01878,2024-11-15,Freshdesk,3.0,4.0,"Our experience using this software has been quite pleasant; it has allowed us to improve communication with our customers exponentially; it brings a lot to our customer service and support. It has also been advantageous to have configured automatic responses; many customers find their answers without contacting an agent. In short, it has helped us to provide personalized, real-time customer service and support to our clientele, thus boosting customer satisfaction and efficiently streamlining problem resolution.",our experience using this software has been quite pleasant itu has allowed us tapi improve communication with our customers exponentially itu brings a lot tapi our customer service and support itu has also been advantageous tapi have configured automatic responses many customers find their answers without contacting an agent ini short itu has helped us tapi provide personalized real time customer service and support tapi our clientele thus boosting customer satisfaction and efficiently streamlining problem resolution,Negatif,8.0,Passive,5.0,5.0,Satisfied
T_03767,2024-12-15,Zendesk,4.0,4.0,"Their help during challenges has been brilliant and responsive, regardless of how confounded or top to bottom the issue could end up being.",their help during challenges has been brilliant and responsive regardless of how confounded orang top tapi bottom the issue could end up being,Netral,6.0,Detractor,5.0,5.0,Satisfied
T_03287,2024-12-09,Freshdesk,3.0,5.0,I have been able to manage multiple queries without any issue and reply to all incoming queries in a professional way. I definitely recommend.,i have been able tapi manage multiple queries without any issue and reply tapi all incoming queries ini a professional way i definitely recommend,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_03884,2024-12-17,Zoho Desk,3.0,5.0,"I do not need to think about what I need to do next, the product allows me to do what I love and help my customers with fast, effective responses to their needs",i di not need tapi think about what i need tapi di next the product allows me tapi di what i love and help my customers with fast effective responses tapi their needs,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_04557,2024-12-26,Zendesk,4.0,2.0,"Overall the software is awesome for organizing mid to enterprise-level support for organizations. However, may not be suitable for smaller companies due to not having flexible packages and too high prices for necessary tools.",overall the software is awesome for organizing mid tapi enterprise level support for organizations however mau not be suitable for smaller companies due tapi not having flexible packages and too high prices for necessary tools,Positif,3.0,Detractor,3.0,4.0,Satisfied
T_03367,2024-12-10,Freshdesk,2.0,5.0,"Easy accessible files,simple way of communicating, Issues can be known easily, vibrant, great tool to use",easy accessible files simple way of communicating issues can be known easily vibrant great tool tapi use,Positif,8.0,Passive,4.0,5.0,Satisfied
T_04612,2024-12-27,Zoho Desk,5.0,5.0,Easy to support our members.,easy tapi support our members,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_01606,2024-11-09,ServiceNow,2.0,5.0,"ServiceNow is a great platform to build products, manage service portals, design tables and a lot more that cannot be described using words.",servicenow is a great platform tapi build products manage service portals design tables and a lot more that cannot be described using words,Positif,8.0,Passive,5.0,5.0,Satisfied
T_00477,2024-10-12,ServiceNow,4.0,4.0,New to the tool but very excited.,new tapi the tool but very excited,Netral,8.0,Passive,4.0,5.0,Satisfied
T_04026,2024-12-19,Zoho Desk,2.0,5.0,"Pros:Support tracking, user friendly End user GUI. I have been evaluating for more than a month. If you are not tech savvy - you can figure with documentation. Able to sync with CRM, which is added advantage. So one system to manage your end users.",pros support tracking user friendly end user gui i have been evaluating for more tahan a month if you are not tech savvy you can figure with documentation able tapi sync with crm which is added advantage sok one system tapi manage your end users,Positif,7.0,Passive,5.0,5.0,Satisfied
T_01947,2024-11-16,Zendesk,4.0,4.0,"Pros:Zendesk is great for managing customer requests, integrating with other tools, and working cross-functionally to make sure issues are resolved. It's also super flexible with a great support staff and help center.",pros zendesk is great for managing customer requests integrating with other tools and working cross functionally tapi pakai sure issues are resolved itu sih also super flexible with a great support staff and help center,Positif,8.0,Passive,4.0,5.0,Satisfied
T_03685,2024-12-14,Freshdesk,4.0,5.0,"Overall, Freshdesk is a good option for businesses looking for a comprehensive tool to streamline project management. However, it's important to evaluate the cost and customer support against the business needs before making a decision.",overall freshdesk is a good option for businesses looking for a comprehensive tool tapi streamline project management however itu sih important tapi evaluate the cost and customer support against the business needs before making a decision,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_03841,2024-12-16,Freshdesk,4.0,4.0,"Over all a good tool, easy to learn, configure and track.",over all a good tool easy tapi learn configure and track,Positif,7.0,Passive,5.0,4.0,Satisfied
T_01246,2024-11-02,Zendesk,1.0,5.0,We normally handle 6000 cases a week using Zendesk and Zendesk Chat.,we normally handle 60 cases a wig using zendesk and zendesk chat,Netral,8.0,Passive,4.0,4.0,Satisfied
T_00449,2024-10-12,Zoho Desk,4.0,5.0,Has saved us lots of time and I also feel it gives a more professional feel to our service.,has saved us lots of time and i also feel itu gives a more professional feel tapi our service,Netral,9.0,Promoter,4.0,5.0,Satisfied
T_03451,2024-12-11,Freshdesk,4.0,5.0,"Pros:We migrated from Zendesk to FreshDesk for better pricing and additional features. FreshDesk was a fresh, welcome change from ZD convoluted UI. It was easier to make our way around FreshDesk and it almost started feeling like a CRM where we could access full histories of customers. We loved the API and it's ability to integrate with our various systems.",pros we migrated from zendesk tapi freshdesk for better pricing and additional features freshdesk was a fresh welcome change from zd convoluted ui itu was easier tapi pakai our way around freshdesk and itu almost started feeling like a crm where we could access full histories of customers we loved the api and itu sih ability tapi integrate with our various systems,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_02236,2024-11-22,Freshdesk,3.0,4.0,"Very complete solution, provides a good experience.",very complete solution provides a good experience,Positif,7.0,Passive,4.0,4.0,Satisfied
T_00145,2024-10-04,Zendesk,5.0,5.0,"We've tried a handful of ticketing systems, but Zendesk has been the most user friendly and almost fully functional immediately upon sign up. Zendesk also integrates with numerous other options to improve the communication between platforms. The only downside is they don't offer customer satisfaction reviews with the lower plans and as a newer user to ticketing, it would be very helpful to have feedback on our client's experience withZendesk ticketing.",we ve tried a handful of ticketing systems but zendesk has been the most user friendly and almost fully functional immediately upon sign up zendesk also integrates with numerous other options tapi improve the communication between platforms the only downside is they don t offer customer satisfaction reviews with the lower plans and as a newer user tapi ticketing itu would be very helpful tapi have feedback on our client sih experience withzendesk ticketing,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_02534,2024-11-28,Zendesk,-1.0,3.0,Pros:It has a lot of features and has been around for ages,pros itu has a lot of features and has been around for ages,Netral,1.0,Detractor,5.0,4.0,Satisfied
T_02510,2024-11-28,Zoho Desk,3.0,5.0,Pros:The things thatwe like about zoho desk is Ease of use you can quickly brand it according to your company branding and its integration with other zoho projects,pros the things thatwe like about zoho desk is ease of use you can quickly brand itu according tapi your company branding and its integration with other zoho projects,Netral,6.0,Detractor,5.0,5.0,Satisfied
T_00971,2024-10-26,Zoho Desk,3.0,5.0,"Customers are important to companies, so this tool allows customers to respond more quickly",customers are important tapi companies sok this tool allows customers tapi respond more quickly,Netral,9.0,Promoter,5.0,4.0,Satisfied
T_02054,2024-11-18,Zendesk,2.0,3.0,"Good tool, but a bit pricey, and support is mediocre.",good tool but a bit pricey and support is mediocre,Positif,4.0,Detractor,3.0,4.0,Satisfied
T_04457,2024-12-25,Zoho Desk,5.0,5.0,Pros:We are using Zoho Desk for the helpdesk and IT ticketing tool primarily and it was really nice and user-friendly.,pros we are using zoho desk for the helpdesk and itu ticketing tool primarily and itu was really nice and user friendly,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_00991,2024-10-26,Zendesk,0.0,1.0,"Overall, i was very satisfied when we first started with them, but every year I have found more experiences that were negative.Moving away from them will take a long time, but I am not happy with their service at the moment.",overall i was very satisfied when we first started with them but every year i have found more experiences that were negative moving away from them will take a long time but i sama not happy with their service at the moment,Negatif,4.0,Detractor,3.0,3.0,Neutral
T_01634,2024-11-10,Zendesk,4.0,5.0,"Pros:Before Zendesk, our website had many carts abandoned, and it took us much longer to discover tech or coupon issues. Zendesk allows us to speak with our customers directly and immediately in real time, allowing us to fix issues as quickly as possible so other customers don't experience the same thing, and also to ensure they don't abandon cart simply due to remaining questions they want answered or technical issues. Has been instrumental for the growth of my business.",pros before zendesk our website had many carts abandoned and itu took us much longer tapi discover tech orang coupon issues zendesk allows us tapi speak with our customers directly and immediately ini real time allowing us tapi fix issues as quickly as possible sok other customers don t experience the same thing and also tapi ensure they don t abandon cart simply due tapi remaining questions they want answered orang technical issues has been instrumental for the growth of my business,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_01995,2024-11-17,Freshdesk,3.0,4.0,Pros:I like the way emails are treated when they arrive. The functionality of automating standard responses and some processes. The real-time chat feature is very useful for our operation,pros i like the way emails are treated when they arrive the functionality of automating standard responses and some processes the real time chat feature is very useful for our operation,Netral,8.0,Passive,4.0,4.0,Satisfied
T_02670,2024-12-01,Zoho Desk,5.0,5.0,Pros:Support team is wonderful; most of the functions are very intuitive; love the customization that is available; love how the notification system works. love the phone app to stay on top of things.,pros support team is wonderful most of the functions are very intuitive love the customization that is available love how the notification system works love the phone app tapi stay on top of things,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_00252,2024-10-07,Freshdesk,5.0,5.0,We are a distribution company that imports several US and European brands into Canada.We manage the customer service inquiries for all these brands for Canadian customers and retailers.We were previously using Outlook inboxes but that became too cumbersome.Freshdesk has allowed us to feed all inquiries to one place while still maintaining our separate brands and automatically routing tickets to the appropriate customer services team.Our workflows are more efficient and customers are easier to track.,we are a distribution company that imports several us and european brands into canada we manage the customer service inquiries for all these brands for canadian customers and retailers we were previously using outlook inboxes but that became too cumbersome freshdesk has allowed us tapi feed all inquiries tapi one place while still maintaining our separate brands and automatically routing tickets tapi the appropriate customer services team our workflows are more efficient and customers are easier tapi track,Netral,10.0,Promoter,5.0,5.0,Satisfied
T_04054,2024-12-19,Freshdesk,4.0,5.0,Pros:Very easy to use and customize. Developing integration with the use of API is also very easy.,pros very easy tapi use and customize developing integration with the use of api is also very easy,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_02111,2024-11-19,Freshdesk,5.0,4.0,"A very big problem has been solved through this program, which is its availability and its branching in this field. Now I do not need in my work to manage the customer service department. This program is bad only.",a very big problem has been solved through this program which is its availability and its branching ini this field now i di not need ini my work tapi manage the customer service department this program is bad only,Negatif,9.0,Promoter,5.0,5.0,Satisfied
T_04317,2024-12-23,Zoho Desk,5.0,5.0,Good,good,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_03667,2024-12-14,Zoho Desk,4.0,5.0,"Organizing trouble tickets, ability to solve them faster.",organizing trouble tickets ability tapi solve them faster,Netral,8.0,Passive,5.0,5.0,Satisfied
T_01666,2024-11-11,Zoho Desk,0.0,5.0,Pros:It is fairly easy to use in keeping communication open between clients and employees. I'd say it is second best.,pros itu is fairly easy tapi use ini keeping communication open between clients and employees i di sayang itu is second best,Positif,6.0,Detractor,4.0,4.0,Satisfied
T_02472,2024-11-27,Freshdesk,5.0,5.0,"The overall experience has been amazing be it in terms of mail sorting, reports, providing a timely response to users and automation being one of the most rewarding USP's of the software. Would highly recommend this software to organisations looking for a easy to operate and budget friendly, highly supportive software.",the overall experience has been amazing be itu ini terms of mail sorting reports providing a timely response tapi users and automation being one of the most rewarding usp sih of the software would highly recommend this software tapi organisations looking for a easy tapi operate and budget friendly highly supportive software,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_02755,2024-12-02,Freshdesk,3.0,4.0,The helpdesk and features combined with it made it the perfect solution for a school that receives lots of communication from areas of school. It allows us all to have one place where we can collate all our knowledge and see work that we are all working. This allows us to easily cover for other staff when they are off. The reports were also very insightful and progressive for our department,the helpdesk and features combined with itu made itu the perfect solution for a school that receives lots of communication from areas of school itu allows us all tapi have one place where we can collate all our knowledge and sih work that we are all working this allows us tapi easily cover for other staff when they are off the reports were also very insightful and progressive for our department,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_01475,2024-11-07,Freshdesk,4.0,5.0,Pros:This is a very easy to use product that will save you time and money long term. The Project management/Tasks feature is amazing. The Ticketing system has improved overall efficiency for our Tech department. You can implement other third party tools for remote access to your end users.,pros this is a very easy tapi use product that will save you time and money long term the project management tasks feature is amazing the ticketing system has improved overall efficiency for our tech department you can implement other third party tools for remote access tapi your end users,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_02222,2024-11-22,Zoho Desk,2.0,4.0,It enabled us to quickly embed a specialist help desk and knowledge management tool within our software.,itu enabled us tapi quickly embed a specialist help desk and knowledge management tool within our software,Netral,6.0,Detractor,4.0,3.0,Neutral
T_01390,2024-11-05,ServiceNow,4.0,5.0,"Pros:Apart from being an efficient IT Service Management tool, ServiceNow aides in provinding a centralized system for service operations and tracking service disruption incidents.",pros apart from being an efficient itu service management tool servicenow aides ini provinding a centralized system for service operations and tracking service disruption incidents,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_00021,2024-10-01,Freshdesk,4.0,5.0,"Pros:If you have a small business and want to up your customer service game, and make sure your employees stay on task with customer service needs this platform is for you. I've used it for several years and I have no complaints, all updates have been wonderful along the way!",pros if you have a small business and want tapi up your customer service game and pakai sure your employees stay on task with customer service needs this platform is for you i ve used itu for several years and i have no complaints all updates have been wonderful along the way,Netral,9.0,Promoter,5.0,5.0,Satisfied
T_04123,2024-12-20,Zendesk,2.0,4.0,Zen in terms of form and function. It will bring peace of mind to both your IT Helpdesk and to your end-users/clients.,zen ini terms of form and function itu will bring peace of mind tapi both your itu helpdesk and tapi your end users clients,Netral,7.0,Passive,4.0,5.0,Satisfied
T_01307,2024-11-04,Zoho Desk,2.0,5.0,"Overall, Zoho Desk is a great tool that I would recommend to anyone who is looking for a way to improve their customer service.",overall zoho desk is a great tool that i would recommend tapi anyone who is looking for a way tapi improve their customer service,Positif,7.0,Passive,4.0,5.0,Satisfied
T_00568,2024-10-15,Freshdesk,3.0,4.0,Pros:Very intuitive and simple to use. Compliant with ITIL recommendations,pros very intuitive and simple tapi use compliant with itil recommendations,Netral,6.0,Detractor,5.0,5.0,Satisfied
T_01112,2024-10-29,Freshdesk,1.0,4.0,"The tool has increased the productivity of the team, due to the automation of many tasks that were done manually before.i personally use the tool to report the Support situation to the Top Management but, as I said before, I had to rebuild some dashboard externally (Excel) due to the weird result of some of the KPIs stored in the software.",the tool has increased the productivity of the team due tapi the automation of many tasks that were done manually before i personally use the tool tapi report the support situation tapi the top management but as i said before i had tapi rebuild some dashboard externally excel due tapi the weird result of some of the kpis stored ini the software,Netral,7.0,Passive,5.0,4.0,Satisfied
T_03903,2024-12-17,Freshdesk,3.0,4.0,"From my experience in Freshdisk, it helps greatly in customer support, solving problems, and managing them for customers quickly, because it has tools that help you do this easily and quickly.",from my experience ini freshdisk itu helps greatly ini customer support solving problems and managing them for customers quickly because itu has tools that help you di this easily and quickly,Netral,8.0,Passive,5.0,5.0,Satisfied
T_04064,2024-12-19,Zendesk,3.0,3.0,"We are able to funnel all email communication, social media channels, comments, direct messages and live chat from our website into ZenDesk so our customer service team can easily handle the communication from one centralized platform.",we are able tapi funnel all email communication social media channels comments direct messages and live chat from our website into zendesk sok our customer service team can easily handle the communication from one centralized platform,Netral,5.0,Detractor,4.0,4.0,Satisfied
T_02508,2024-11-28,Zoho Desk,4.0,5.0,Pros:Great and easy to use. Customers are very happy with support.,pros great and easy tapi use customers are very happy with support,Positif,10.0,Promoter,5.0,5.0,Satisfied
T_01365,2024-11-05,Freshdesk,0.0,2.0,"Freshdesk in general is ok to work with, it doesn't excell in specific matters but also not fails. However we made the misstake to close our contract directly with Freshworks (as our re-seller stopped), this has been the biggest misstake ever. There customer service and assistance is not excisting, questions remain unanswered, no solutions are offered, with this all kind of problems start to arise for which no solutions are offered",freshdesk ini general is ok tapi work with itu doesn t excell ini specific matters but also not fails however we made the misstake tapi close our contract directly with freshworks as our re seller stopped this has been the biggest misstake ever there customer service and assistance is not excisting questions remain unanswered no solutions are offered with this all kind of problems start tapi arise for which no solutions are offered,Netral,0.0,Detractor,3.0,2.0,Dissatisfied
T_01069,2024-10-28,Freshdesk,4.0,5.0,"Great. Great. Great. No complaints thus far, save for the slight irritations noted above",great great great no complaints thus far save for the slight irritations noted above,Positif,8.0,Passive,5.0,5.0,Satisfied
T_00571,2024-10-15,Zendesk,1.0,5.0,"It has a great polished UI, wonderful implementation of real world customer support interfaces, and very easy to learn. Zendesk proves to be one giant in the customer support industry and any business should be able to utilize this software with ease.If you're looking for a robust CS program that can manage all your customer's queries and, at the same time, make it easier for your agents to solve problems for the customers, Zendesk should be your first choice.",itu has a great polished ui wonderful implementation of real world customer support interfaces and very easy tapi learn zendesk proves tapi be one giant ini the customer support industry and any business should be able tapi utilize this software with ease if you re looking for a robust cs program that can manage all your customer sih queries and at the same time pakai itu easier for your agents tapi solve problems for the customers zendesk should be your first choice,Positif,7.0,Passive,5.0,4.0,Satisfied
T_01099,2024-10-28,otrs,4.0,4.0,1. Bajaron los tiempos de respuesta a las solicitudes. 2. no se pierden las solicitudes. 3. Se sabe el tiempo que se llevo en solucionar los tickets. 4. Se emiten reportes.,1 bajaron los tiempos deh respuesta a las solicitudes 2 no se pierden las solicitudes 3 se sabe el tiempo que se llevo en solucionar los tickets 4 se emiten reportes,Netral,9.0,Promoter,4.0,4.0,Satisfied
T_03288,2024-12-09,Freshdesk,3.0,5.0,Pros:The system itself is great and does everything I need. I have used across two companies and it suits our needs and helps us greatly. It's user friendly and quick to set up.,pros the system itself is great and does everything i need i have used across two companies and itu suits our needs and helps us greatly itu sih user friendly and quick tapi set up,Positif,8.0,Passive,4.0,5.0,Satisfied
T_00305,2024-10-08,Freshdesk,5.0,5.0,Awesome CRM solution.Good to have for your business and seamless operation and easy to use.,awesome crm solution good tapi have for your business and seamless operation and easy tapi use,Positif,9.0,Promoter,5.0,5.0,Satisfied
T_04042,2024-12-19,Freshdesk,3.0,5.0,"We've been able to grow and scale our business from 3 to 50 employees and didn't have the change the software along the way. We are a helpdesk doing technical support, so this is what we use the most. Growth was easy, and the price is reasonable. Intuitive, so it isn't hard for new employees to learn the system either.",we ve been able tapi grow and scale our business from 3 tapi 50 employees and didn t have the change the software along the way we are a helpdesk doing technical support sok this is what we use the most growth was easy and the price is reasonable intuitive sok itu isn t hard for new employees tapi learn the system either,Positif,8.0,Passive,4.0,5.0,Satisfied
T_01420,2024-11-06,Freshdesk,2.0,3.0,I think they are trying to make improvements on a regular basis so that is encouraging.,i think they are trying tapi pakai improvements on a regular basis sok that is encouraging,Netral,7.0,Passive,3.0,4.0,Satisfied
T_03061,2024-12-06,Freshdesk,3.0,5.0,"Demand and conflicting work priorities is being remedied with Freshdesk as we are instructing all of our stakeholders to request changes through Freshdesk, then are then categorised as a change request and prioritised accordingly.",demand and conflicting work priorities is being remedied with freshdesk as we are instructing all of our stakeholders tapi request changes through freshdesk then are then categorised as a change request and prioritised accordingly,Netral,8.0,Passive,4.0,5.0,Satisfied
T_01106,2024-10-29,Zoho Desk,3.0,5.0,"Zoho software is highly simple to use, secure, reliable, multi- tasked, easy to use, price is also affordable, easy teaming, and makes easier workflow.",zoho software is highly simple tapi use secure reliable multi tasked easy tapi use price is also affordable easy teaming and makes easier workflow,Positif,9.0,Promoter,5.0,5.0,Satisfied
